,longitude,latitude,population,households,median_income,median_house_value,ocean_proximity,County
2592,-121.93,36.63,2648,1290,3.687666667,307066.6667,NEAR OCEAN,Monterey County
2593,-121.93,36.99,2954,1070,4.7325,283500,NEAR OCEAN,Santa Cruz County
2594,-121.93,37.04,677,206,5.8642,363500,<1H OCEAN,Santa Cruz County
2595,-121.93,37.05,306,113,6.4214,340600,<1H OCEAN,Santa Cruz County
2596,-121.93,37.13,511,179,5.7415,398500,<1H OCEAN,Santa Clara County
2597,-121.93,37.22,1811,560,9.3834,500001,<1H OCEAN,Santa Clara County
2598,-121.93,37.24,1096,428,6.0738,335900,<1H OCEAN,Santa Clara County
2599,-121.93,37.25,1953,727,5.086366667,248966.6667,<1H OCEAN,Santa Clara County
2600,-121.93,37.26,446,163,2.8125,291300,<1H OCEAN,Santa Clara County
2601,-121.93,37.27,4125,1600,5.077766667,271400,<1H OCEAN,Santa Clara County
2602,-121.93,37.28,2547,1192,4.9084,295100,<1H OCEAN,Santa Clara County
2603,-121.93,37.29,989,442,3.9625,288200,<1H OCEAN,Santa Clara County
2604,-121.93,37.3,4627,2328,3.942766667,253333.3333,<1H OCEAN,Santa Clara County
2605,-121.93,37.31,2607,1103,2.7777,241300,<1H OCEAN,Santa Clara County
2606,-121.93,37.32,3272,1386,3.281566667,187833.3333,<1H OCEAN,Santa Clara County
2607,-121.93,37.33,1522,657,4.50115,356600,<1H OCEAN,Santa Clara County
2608,-121.93,37.34,946,452,3.0375,218500,<1H OCEAN,Santa Clara County
2609,-121.93,37.35,1589,387,3.1065,234100,<1H OCEAN,Santa Clara County
2610,-121.93,37.4,132,13,3.375,67500,<1H OCEAN,Santa Clara County
2611,-121.93,37.49,648,245,3.5714,300000,<1H OCEAN,Alameda County
2612,-121.93,37.53,2855,960,4.7478,243500,<1H OCEAN,Alameda County
2613,-121.93,37.54,596,220,6.629,352400,<1H OCEAN,Alameda County
2614,-121.93,37.66,1081,400,8.3337,500001,<1H OCEAN,Alameda County
2615,-121.93,37.7,793,456,4.4087,225600,<1H OCEAN,Alameda County
2616,-121.93,37.71,2288,805,4.2281,206000,<1H OCEAN,Alameda County
2617,-121.93,37.72,3388,1086,4.6902,217550,<1H OCEAN,Alameda County
2618,-121.93,37.73,1447,575,4.7899,312500,<1H OCEAN,Contra Costa County
2619,-121.93,37.74,1272,402,6.8806,343500,<1H OCEAN,Contra Costa County
2620,-121.93,37.76,876,258,10.3345,461400,<1H OCEAN,Contra Costa County
2621,-121.93,37.78,114,49,3.1591,434700,<1H OCEAN,Contra Costa County
2622,-121.93,37.89,852,264,7.3445,366700,INLAND,Contra Costa County
2623,-121.93,37.93,1966,622,6.45195,299750,INLAND,Contra Costa County
2624,-121.93,38.01,1142,365,5.3363,160800,INLAND,Contra Costa County
2625,-121.93,38.02,940,308,5.1337,154800,INLAND,Contra Costa County
2626,-121.93,38.31,85,32,4.875,250000,INLAND,Solano County
2627,-121.93,41.86,1908,686,1.74,44000,INLAND,Siskiyou County
2628,-121.92,36.54,1670,740,3.9792,468000,NEAR OCEAN,Monterey County
2629,-121.92,36.55,1765,1028,3.5534,472867,NEAR OCEAN,Monterey County
2630,-121.92,36.56,1392,760,4.11015,366550,NEAR OCEAN,Monterey County
2631,-121.92,36.57,1374,598,4.174,394400,NEAR OCEAN,Monterey County
2632,-121.92,36.61,4767,2081,3.2706,248000,NEAR OCEAN,Monterey County
2633,-121.92,36.62,3848,1798,3.1886,248342.8571,NEAR OCEAN,Monterey County
2634,-121.92,36.63,755,348,3.4555,325100,<1H OCEAN,Monterey County
2635,-121.92,36.95,1327,563,3.6597,252300,NEAR OCEAN,NULL
2636,-121.92,37.24,3979,1293,5.8787,280300,<1H OCEAN,Santa Clara County
2637,-121.92,37.25,2861,1004,4.87895,250850,<1H OCEAN,Santa Clara County
2638,-121.92,37.26,762,237,4.5208,230700,<1H OCEAN,Santa Clara County
2639,-121.92,37.27,4234,1440,5.09915,267800,<1H OCEAN,Santa Clara County
2640,-121.92,37.28,3665,1317,6.2826,352900,<1H OCEAN,Santa Clara County
2641,-121.92,37.29,1738,666,6.476066667,372733.3333,<1H OCEAN,Santa Clara County
2642,-121.92,37.3,1407,643,3.94075,327950,<1H OCEAN,Santa Clara County
2643,-121.92,37.31,5470,2385,4.146666667,234300,<1H OCEAN,Santa Clara County
2644,-121.92,37.32,3855,1353,2.769866667,185533.3333,<1H OCEAN,Santa Clara County
2645,-121.92,37.33,2986,1231,5.195266667,298800,<1H OCEAN,Santa Clara County
2646,-121.92,37.34,2676,1058,3.684266667,278233.3333,<1H OCEAN,Santa Clara County
2647,-121.92,37.36,158,32,3.1563,137500,<1H OCEAN,Santa Clara County
2648,-121.92,37.45,2032,1002,3.2617,252200,<1H OCEAN,Santa Clara County
2649,-121.92,37.47,1105,357,6.0878,246900,<1H OCEAN,Alameda County
2650,-121.92,37.48,1972,623,5.3813,264400,<1H OCEAN,Alameda County
2651,-121.92,37.49,3571,1466,5.1643,193100,<1H OCEAN,Alameda County
2652,-121.92,37.53,12203,3701,8.4045,451100,<1H OCEAN,Alameda County
2653,-121.92,37.64,512,208,5.1406,315600,INLAND,Alameda County
2654,-121.92,37.68,706,219,7.2211,291900,<1H OCEAN,Alameda County
2655,-121.92,37.69,1590,559,7.316,285400,<1H OCEAN,Alameda County
2656,-121.92,37.72,5239,2193,5.24535,259450,<1H OCEAN,Alameda County
2657,-121.92,37.73,501,295,2.4821,157200,<1H OCEAN,Contra Costa County
2658,-121.92,37.74,140,43,12.5915,432400,<1H OCEAN,Contra Costa County
2659,-121.92,37.96,2093,839,5.2798,237400,INLAND,Contra Costa County
2660,-121.92,38.01,879,262,6.1237,166000,INLAND,Contra Costa County
2661,-121.92,38.02,2814,822,4.65435,140750,INLAND,Contra Costa County
2662,-121.92,38.03,1410,434,3.5436,100200,INLAND,Contra Costa County
2663,-121.92,38.34,3481,1083,6.1112,181000,INLAND,Solano County
2664,-121.92,38.37,933,367,2.7051,193800,INLAND,Solano County
2665,-121.92,38.57,898,228,1.9327,193800,INLAND,Yolo County
2666,-121.92,40.52,1799,734,2.2993,99500,INLAND,Shasta County
2667,-121.91,36.42,382,171,3.7083,210000,NEAR OCEAN,Monterey County
2668,-121.91,36.55,1782,712,5.7248,398800,NEAR OCEAN,Monterey County
2669,-121.91,36.59,2644,1032,5.46435,315200,NEAR OCEAN,Monterey County
2670,-121.91,36.6,1110,406,5.5519,329500,NEAR OCEAN,Monterey County
2671,-121.91,36.61,1519,554,3.2952,234600,NEAR OCEAN,Monterey County
2672,-121.91,36.62,2214,1088,3.28534,256020,<1H OCEAN,Monterey County
2673,-121.91,36.63,391,193,2.1776,279200,<1H OCEAN,Monterey County
2674,-121.91,36.85,1301,290,3.1563,300000,NEAR OCEAN,NULL
2675,-121.91,36.97,1807,922,3.5112,231900,NEAR OCEAN,Santa Cruz County
2676,-121.91,36.98,865,369,2.6875,233300,NEAR OCEAN,Santa Cruz County
2677,-121.91,36.99,2197,880,4.8693,322300,NEAR OCEAN,Santa Cruz County
2678,-121.91,37.23,3196,1121,6.72775,338400,<1H OCEAN,Santa Clara County
2679,-121.91,37.24,3563,1340,4.71985,273300,<1H OCEAN,Santa Clara County
2680,-121.91,37.25,975,334,4.9205,240500,<1H OCEAN,Santa Clara County
2681,-121.91,37.26,6069,2149,4.725366667,261166.6667,<1H OCEAN,Santa Clara County
2682,-121.91,37.27,2168,772,5.0062,232000,<1H OCEAN,Santa Clara County
2683,-121.91,37.28,2098,813,6.4285,337300,<1H OCEAN,Santa Clara County
2684,-121.91,37.29,1692,751,5.46715,335950,<1H OCEAN,Santa Clara County
2685,-121.91,37.3,1460,657,3.906266667,312433.3333,<1H OCEAN,Santa Clara County
2686,-121.91,37.31,4416,2139,3.650666667,296300,<1H OCEAN,Santa Clara County
2687,-121.91,37.32,608,280,3.0096,180800,<1H OCEAN,Santa Clara County
2688,-121.91,37.33,2534,1070,3.588233333,242533.3333,<1H OCEAN,Santa Clara County
2689,-121.91,37.34,1193,562,2.8042,240900,<1H OCEAN,Santa Clara County
2690,-121.91,37.36,1940,674,3.2153,199700,<1H OCEAN,Santa Clara County
2691,-121.91,37.42,1224,376,4.1389,174100,<1H OCEAN,Santa Clara County
2692,-121.91,37.43,1714,485,4.8304,224900,<1H OCEAN,Santa Clara County
2693,-121.91,37.44,3395,1004,4.965466667,231133.3333,<1H OCEAN,Santa Clara County
2694,-121.91,37.46,1716,459,5.6062,226800,<1H OCEAN,Santa Clara County
2695,-121.91,37.47,2759,760,6.868,337300,<1H OCEAN,Alameda County
2696,-121.91,37.68,2531,780,5.997,260100,<1H OCEAN,Alameda County
2697,-121.91,37.69,2321,726,6.12385,259400,<1H OCEAN,Alameda County
2698,-121.91,37.71,2038,671,5.7233,231800,<1H OCEAN,Alameda County
2699,-121.91,37.81,1216,395,13.1499,500001,INLAND,Contra Costa County
2700,-121.91,37.93,703,217,8.7059,329400,INLAND,Contra Costa County
2701,-121.91,38.02,1687,527,3.4817,129800,INLAND,Contra Costa County
2702,-121.91,39.03,657,199,2.7841,65800,INLAND,Colusa County
2703,-121.91,39.14,343,136,2.125,62000,INLAND,Sutter County
2704,-121.9,36.58,704,393,3.1977,289300,NEAR OCEAN,Monterey County
2705,-121.9,36.59,1023,459,4.6182,301000,NEAR OCEAN,Monterey County
2706,-121.9,36.6,2982,1416,2.8005,240600,NEAR OCEAN,Monterey County
2707,-121.9,36.61,1574,759,2.9309,217100,NEAR OCEAN,Monterey County
2708,-121.9,36.93,1849,832,5.3276,335500,NEAR OCEAN,NULL
2709,-121.9,36.97,1420,608,4.4485,295200,NEAR OCEAN,Santa Cruz County
2710,-121.9,37.1,670,238,6.4517,356600,<1H OCEAN,Santa Cruz County
2711,-121.9,37.16,570,250,5.2366,293300,<1H OCEAN,Santa Clara County
2712,-121.9,37.24,3970,1318,4.4004,255800,<1H OCEAN,Santa Clara County
2713,-121.9,37.25,4281,1547,5.2115,245200,<1H OCEAN,Santa Clara County
2714,-121.9,37.26,2062,660,6.8088,283300,<1H OCEAN,Santa Clara County
2715,-121.9,37.27,3735,1255,5.26615,259600,<1H OCEAN,Santa Clara County
2716,-121.9,37.28,3458,1260,5.51745,311450,<1H OCEAN,Santa Clara County
2717,-121.9,37.29,1249,467,7.2453,353950,<1H OCEAN,Santa Clara County
2718,-121.9,37.3,2742,1196,5.072233333,318166.6667,<1H OCEAN,Santa Clara County
2719,-121.9,37.31,1014,443,5.8186,281100,<1H OCEAN,Santa Clara County
2720,-121.9,37.32,971,291,3.7738,220600,<1H OCEAN,Santa Clara County
2721,-121.9,37.33,1799,602,3.592,176400,<1H OCEAN,Santa Clara County
2722,-121.9,37.34,1176,318,3.1078,229150,<1H OCEAN,Santa Clara County
2723,-121.9,37.35,1927,833,2.99555,206200,<1H OCEAN,Santa Clara County
2724,-121.9,37.36,1609,531,2.8439,210000,<1H OCEAN,Santa Clara County
2725,-121.9,37.37,120,69,1.0938,187500,<1H OCEAN,Santa Clara County
2726,-121.9,37.39,26,14,1.7361,500001,<1H OCEAN,Santa Clara County
2727,-121.9,37.4,1606,615,3.7622,150000,<1H OCEAN,Santa Clara County
2728,-121.9,37.41,3188,902,5.6344,228700,<1H OCEAN,Santa Clara County
2729,-121.9,37.44,3979,1284,6.786066667,335300,<1H OCEAN,Santa Clara County
2730,-121.9,37.45,4509,1218,6.11195,298350,<1H OCEAN,Santa Clara County
2731,-121.9,37.46,1788,510,3.8421,220700,<1H OCEAN,Santa Clara County
2732,-121.9,37.66,3126,1115,6.4994,323000,INLAND,Alameda County
2733,-121.9,37.67,4802,1514,7.3496,361100,<1H OCEAN,Alameda County
2734,-121.9,38,2278,697,5.07955,169850,INLAND,Contra Costa County
2735,-121.9,38.01,4052,1203,4.08785,123300,INLAND,Contra Costa County
2736,-121.9,38.02,1980,713,2.87855,152000,INLAND,Contra Costa County
2737,-121.9,38.03,1831,608,2.0034,87700,INLAND,Contra Costa County
2738,-121.9,38.04,838,259,1.2024,90200,INLAND,Contra Costa County
2739,-121.9,38.72,259,109,3.75,187500,INLAND,Yolo County
2740,-121.9,39.59,745,250,3.0625,93800,INLAND,Butte County
2741,-121.89,36.59,1304,858,5.0272,325000.5,NEAR OCEAN,Monterey County
2742,-121.89,36.6,585,323,2.02865,362500,<1H OCEAN,Monterey County
2743,-121.89,36.63,971,514,3.0383,217300,<1H OCEAN,Monterey County
2744,-121.89,36.89,1283,353,5.368,352000,NEAR OCEAN,NULL
2745,-121.89,37.21,2281,680,8.4262,459200,<1H OCEAN,Santa Clara County
2746,-121.89,37.23,4597,1428,8.1944,358750,<1H OCEAN,Santa Clara County
2747,-121.89,37.25,3227,1106,5.358233333,271933.3333,<1H OCEAN,Santa Clara County
2748,-121.89,37.26,2516,827,5.67395,247500,<1H OCEAN,Santa Clara County
2749,-121.89,37.27,688,221,5.2088,240900,<1H OCEAN,Santa Clara County
2750,-121.89,37.28,2990,1069,5.12905,323650,<1H OCEAN,Santa Clara County
2751,-121.89,37.29,1835,859,3.4828,277700,<1H OCEAN,Santa Clara County
2752,-121.89,37.3,3363,1494,5.13615,295500,<1H OCEAN,Santa Clara County
2753,-121.89,37.31,3132,1307,3.833966667,235400,<1H OCEAN,Santa Clara County
2754,-121.89,37.32,2799,674,2.744333333,180733.3333,<1H OCEAN,Santa Clara County
2755,-121.89,37.33,2808,1213,1.9483,205833.3333,<1H OCEAN,Santa Clara County
2756,-121.89,37.34,2762,1246,1.5772,248266.6667,<1H OCEAN,Santa Clara County
2757,-121.89,37.35,7017,2157,2.80308,181420,<1H OCEAN,Santa Clara County
2758,-121.89,37.36,1075,374,2.8971,186100,<1H OCEAN,Santa Clara County
2759,-121.89,37.38,2522,990,5.7695,271400,<1H OCEAN,Santa Clara County
2760,-121.89,37.39,535,257,4.375,425000,<1H OCEAN,Santa Clara County
2761,-121.89,37.42,52,7,7.7197,225000,<1H OCEAN,Santa Clara County
2762,-121.89,37.44,1527,364,7.8532,422800,<1H OCEAN,Santa Clara County
2763,-121.89,37.45,1687,519,4.75,254400,<1H OCEAN,Santa Clara County
2764,-121.89,37.46,705,186,10.3798,500001,<1H OCEAN,Santa Clara County
2765,-121.89,37.49,1981,591,9.7194,500001,<1H OCEAN,Alameda County
2766,-121.89,37.66,769,461,2.1187,231300,INLAND,Alameda County
2767,-121.89,37.67,2033,769,6.29445,274150,INLAND,Alameda County
2768,-121.89,37.68,4063,1381,6.31455,336900,<1H OCEAN,Alameda County
2769,-121.89,37.69,2649,1241,3.62,139300,<1H OCEAN,Alameda County
2770,-121.89,37.82,3898,1257,13.2949,500001,INLAND,Contra Costa County
2771,-121.89,37.99,928,461,4.1016,170500,INLAND,Contra Costa County
2772,-121.89,38.01,5019,1575,3.7747,112500,INLAND,Contra Costa County
2773,-121.89,38.02,1827,545,3.3371,94600,INLAND,Contra Costa County
2774,-121.89,39.71,1217,437,3.7007,139200,INLAND,Butte County
2775,-121.89,39.76,4591,1906,3.07,142600,INLAND,Butte County
2776,-121.89,40.97,513,206,2.225,52000,INLAND,Shasta County
2777,-121.88,36.49,898,370,5.8142,500001,NEAR OCEAN,Monterey County
2778,-121.88,36.58,3438,904,4.0432,450000,NEAR OCEAN,Monterey County
2779,-121.88,36.59,932,496,2.6894,179500,<1H OCEAN,Monterey County
2780,-121.88,36.6,760,375,2.5164,178100,<1H OCEAN,Monterey County
2781,-121.88,36.96,4275,1745,5.9303,314950,NEAR OCEAN,Santa Cruz County
2782,-121.88,36.98,2001,763,4.8953,289500,NEAR OCEAN,Santa Cruz County
2783,-121.88,37.24,5763,1874,5.90625,310300,<1H OCEAN,Santa Clara County
2784,-121.88,37.25,631,250,2.8636,240300,<1H OCEAN,Santa Clara County
2785,-121.88,37.26,3483,1531,3.862533333,216400,<1H OCEAN,Santa Clara County
2786,-121.88,37.27,3122,1046,5.75365,278200,<1H OCEAN,Santa Clara County
2787,-121.88,37.28,1288,521,4.1554,313100,<1H OCEAN,Santa Clara County
2788,-121.88,37.29,908,383,4.1406,274100,<1H OCEAN,Santa Clara County
2789,-121.88,37.3,2601,1070,3.50065,219050,<1H OCEAN,Santa Clara County
2790,-121.88,37.31,1277,512,4.5795,262800,<1H OCEAN,Santa Clara County
2791,-121.88,37.32,6747,1758,2.833625,170900,<1H OCEAN,Santa Clara County
2792,-121.88,37.33,8314,2236,2.20115,195500,<1H OCEAN,Santa Clara County
2793,-121.88,37.34,4696,1449,2.120925,224675,<1H OCEAN,Santa Clara County
2794,-121.88,37.35,3197,1028,3.5443,190000,<1H OCEAN,Santa Clara County
2795,-121.88,37.36,3187,953,3.97725,204850,<1H OCEAN,Santa Clara County
2796,-121.88,37.37,5817,2117,4.8352,303200,<1H OCEAN,Santa Clara County
2797,-121.88,37.39,2240,561,7.105,273900,<1H OCEAN,Santa Clara County
2798,-121.88,37.4,4240,1438,5.34,257400,<1H OCEAN,Santa Clara County
2799,-121.88,37.41,2183,655,4.3807,226900,<1H OCEAN,Santa Clara County
2800,-121.88,37.43,4660,1283,4.52675,224950,<1H OCEAN,Santa Clara County
2801,-121.88,37.44,5561,1598,5.43156,221280,<1H OCEAN,Santa Clara County
2802,-121.88,37.46,802,228,10.9722,500001,<1H OCEAN,Santa Clara County
2803,-121.88,37.64,514,172,10.9506,475800,INLAND,Alameda County
2804,-121.88,37.66,1360,642,3.1127,233000,INLAND,Alameda County
2805,-121.88,37.67,2480,901,6.4869,304200,INLAND,Alameda County
2806,-121.88,37.68,854,286,7.333,337200,INLAND,Alameda County
2807,-121.88,37.99,1606,507,5.5676,174200,INLAND,Contra Costa County
2808,-121.88,38,1719,537,4.75225,146100,INLAND,Contra Costa County
2809,-121.88,38.01,2827,1202,2.7374,150000,INLAND,Contra Costa County
2810,-121.88,38.02,1249,382,2.5737,87000,INLAND,Contra Costa County
2811,-121.88,38.03,1770,700,3.05555,130000,INLAND,Contra Costa County
2812,-121.88,39.74,7517,3262,1.6785,153100,INLAND,Butte County
2813,-121.87,36.55,3083,1621,5.1506,387500,NEAR OCEAN,Monterey County
2814,-121.87,36.61,688,384,4.2109,278800,<1H OCEAN,Monterey County
2815,-121.87,36.95,1375,608,4.9219,368400,NEAR OCEAN,Santa Cruz County
2816,-121.87,37.1,798,302,7.5755,402300,<1H OCEAN,Santa Cruz County
2817,-121.87,37.21,382,121,9.08,500001,<1H OCEAN,Santa Clara County
2818,-121.87,37.22,1777,598,7.8764,445450,<1H OCEAN,Santa Clara County
2819,-121.87,37.23,3018,981,6.9473,361400,<1H OCEAN,Santa Clara County
2820,-121.87,37.25,1213,631,3.7844,183900,<1H OCEAN,Santa Clara County
2821,-121.87,37.26,1592,514,5.64375,250100,<1H OCEAN,Santa Clara County
2822,-121.87,37.27,4016,1219,6.440033333,284766.6667,<1H OCEAN,Santa Clara County
2823,-121.87,37.28,2459,701,3.9688,249600,<1H OCEAN,Santa Clara County
2824,-121.87,37.29,974,553,2.3715,228000,<1H OCEAN,Santa Clara County
2825,-121.87,37.3,589,295,2.5352,164200,<1H OCEAN,Santa Clara County
2826,-121.87,37.31,2437,904,3.6802,152400,<1H OCEAN,Santa Clara County
2827,-121.87,37.32,2710,782,2.69245,180350,<1H OCEAN,Santa Clara County
2828,-121.87,37.33,2048,651,3.0156,270300,<1H OCEAN,Santa Clara County
2829,-121.87,37.34,3244,907,3.9106,308000,<1H OCEAN,Santa Clara County
2830,-121.87,37.35,5822,1735,2.843066667,170633.3333,<1H OCEAN,Santa Clara County
2831,-121.87,37.36,769,226,3.5625,194500,<1H OCEAN,Santa Clara County
2832,-121.87,37.38,4637,1233,5.7117,256066.6667,<1H OCEAN,Santa Clara County
2833,-121.87,37.39,4556,1344,4.8938,245433.3333,<1H OCEAN,Santa Clara County
2834,-121.87,37.4,1061,280,6.9584,351600,<1H OCEAN,Santa Clara County
2835,-121.87,37.41,3980,1105,6.2275,261200,<1H OCEAN,Santa Clara County
2836,-121.87,37.42,9495,2761,6.0692,262800,<1H OCEAN,Santa Clara County
2837,-121.87,37.43,2118,621,6.2892,254200,<1H OCEAN,Santa Clara County
2838,-121.87,37.46,58,16,15.0001,500001,<1H OCEAN,Santa Clara County
2839,-121.87,37.57,2444,825,7.0691,393200,<1H OCEAN,Alameda County
2840,-121.87,37.66,1059,439,4.4364,250100,INLAND,Alameda County
2841,-121.87,37.67,2666,1021,5.24395,238300,INLAND,Alameda County
2842,-121.87,37.99,1051,311,4.9783,163900,INLAND,Contra Costa County
2843,-121.87,38,1475,415,4.8542,144100,INLAND,Contra Costa County
2844,-121.87,38.02,3632,1154,2.9236,108600,INLAND,Contra Costa County
2845,-121.87,39.74,747,265,3.9,147000,INLAND,Butte County
2846,-121.87,39.75,822,297,3.6625,126600,INLAND,Butte County
2847,-121.87,39.82,2456,810,4.5032,159700,INLAND,Butte County
2848,-121.86,36.58,2668,955,5.7578,347700,<1H OCEAN,Monterey County
2849,-121.86,36.6,3380,1508,3.167766667,180933.3333,<1H OCEAN,Monterey County
2850,-121.86,36.63,231,100,2.5313,108300,<1H OCEAN,Monterey County
2851,-121.86,37,3706,1251,5.503,351800,<1H OCEAN,Santa Cruz County
2852,-121.86,37.21,916,316,9.1974,500001,<1H OCEAN,Santa Clara County
2853,-121.86,37.22,2893,1049,6.9508,361200,<1H OCEAN,Santa Clara County
2854,-121.86,37.23,1936,652,5.8904,271400,<1H OCEAN,Santa Clara County
2855,-121.86,37.25,2965,1217,4.2885,262400,<1H OCEAN,Santa Clara County
2856,-121.86,37.26,1305,465,5.5121,224100,<1H OCEAN,Santa Clara County
2857,-121.86,37.27,3158,964,5.65075,263000,<1H OCEAN,Santa Clara County
2858,-121.86,37.29,2472,1204,4.1444,178400,<1H OCEAN,Santa Clara County
2859,-121.86,37.31,1808,625,2.2259,112500,<1H OCEAN,Santa Clara County
2860,-121.86,37.32,2094,530,4.3621,173400,<1H OCEAN,Santa Clara County
2861,-121.86,37.34,7952,2073,2.8018,181250,<1H OCEAN,Santa Clara County
2862,-121.86,37.35,4236,1283,2.6173,169833.3333,<1H OCEAN,Santa Clara County
2863,-121.86,37.36,1179,354,4.4896,156800,<1H OCEAN,Santa Clara County
2864,-121.86,37.37,8793,2086,3.3306,210300,<1H OCEAN,Santa Clara County
2865,-121.86,37.38,1380,409,5.8686,181100,<1H OCEAN,Santa Clara County
2866,-121.86,37.39,1235,329,5.4225,258100,<1H OCEAN,Santa Clara County
2867,-121.86,37.4,4561,1338,6.1817,264900,<1H OCEAN,Santa Clara County
2868,-121.86,37.41,5414,1569,6.37985,244100,<1H OCEAN,Santa Clara County
2869,-121.86,37.42,2695,801,6.6227,264800,<1H OCEAN,Santa Clara County
2870,-121.86,37.66,1699,640,4.1597,293200,INLAND,Alameda County
2871,-121.86,37.7,4389,1391,6.6827,313700,INLAND,Alameda County
2872,-121.86,38,3743,1302,4.41785,163450,INLAND,Contra Costa County
2873,-121.86,38.04,188,54,1.3958,67500,INLAND,Contra Costa County
2874,-121.86,39.74,1571,784,1.1019,120200,INLAND,Butte County
2875,-121.86,39.75,856,293,3.5046,118300,INLAND,Butte County
2876,-121.86,39.76,4030,1667,2.0094,87300,INLAND,Butte County
2877,-121.86,39.78,3628,1494,3.0905,117800,INLAND,Butte County
2878,-121.86,40.77,1027,406,2.503,65600,INLAND,Shasta County
2879,-121.85,36.59,525,212,3.3156,186300,<1H OCEAN,Monterey County
2880,-121.85,36.6,3154,1301,2.5118,179200,<1H OCEAN,Monterey County
2881,-121.85,36.61,191,67,1.3897,125000,<1H OCEAN,Monterey County
2882,-121.85,37.22,2494,800,7.7201,362700,<1H OCEAN,Santa Clara County
2883,-121.85,37.24,3934,1238,5.1228,237600,<1H OCEAN,Santa Clara County
2884,-121.85,37.25,1965,607,5.4939,241200,<1H OCEAN,Santa Clara County
2885,-121.85,37.26,2981,826,6.8952,297400,<1H OCEAN,Santa Clara County
2886,-121.85,37.27,863,269,7.3339,294200,<1H OCEAN,Santa Clara County
2887,-121.85,37.28,1476,904,2.3971,87500,<1H OCEAN,Santa Clara County
2888,-121.85,37.3,4312,1466,2.7768,178600,<1H OCEAN,Santa Clara County
2889,-121.85,37.33,7683,1526,3.307733333,162933.3333,<1H OCEAN,Santa Clara County
2890,-121.85,37.34,1505,391,2.5769,137500,<1H OCEAN,Santa Clara County
2891,-121.85,37.35,3572,776,2.7562,160100,<1H OCEAN,Santa Clara County
2892,-121.85,37.36,8005,2092,3.603866667,164700,<1H OCEAN,Santa Clara County
2893,-121.85,37.38,8190,2515,5.2415,286500,<1H OCEAN,Santa Clara County
2894,-121.85,37.39,4784,1524,5.8322,276600,<1H OCEAN,Santa Clara County
2895,-121.85,37.4,1145,310,5.5968,243200,<1H OCEAN,Santa Clara County
2896,-121.85,37.41,2406,664,6.1469,232200,<1H OCEAN,Santa Clara County
2897,-121.85,37.44,241,55,7.309,367900,<1H OCEAN,Santa Clara County
2898,-121.85,37.66,1833,663,5.6399,300600,INLAND,Alameda County
2899,-121.85,37.68,1895,742,6.8132,282500,INLAND,Alameda County
2900,-121.85,37.72,83,42,10.3203,400000,INLAND,Alameda County
2901,-121.85,38,3045,1108,3.1529,116700,INLAND,Contra Costa County
2902,-121.85,38.43,235,87,5.0862,166500,INLAND,Solano County
2903,-121.85,39.72,5022,1524,1.6911,98800,INLAND,Butte County
2904,-121.85,39.73,3576,856,2.1792,113200,INLAND,Butte County
2905,-121.85,39.74,2049,896,1.9233,85150,INLAND,Butte County
2906,-121.85,39.75,267,129,1.8095,78100,INLAND,Butte County
2907,-121.85,39.77,2446,1199,1.9362,89900,INLAND,Butte County
2908,-121.84,36.25,590,189,2.6094,362500,NEAR OCEAN,Monterey County
2909,-121.84,36.52,1312,434,6.5234,357400,NEAR OCEAN,Monterey County
2910,-121.84,36.59,1661,696,4.3269,221300,<1H OCEAN,Monterey County
2911,-121.84,36.6,1616,666,3.4643,191800,<1H OCEAN,Monterey County
2912,-121.84,36.61,6315,2024,2.214,121333.3333,<1H OCEAN,Monterey County
2913,-121.84,36.62,27,10,2.225,150000,<1H OCEAN,Monterey County
2914,-121.84,36.94,2319,823,4.9517,307900,NEAR OCEAN,Santa Cruz County
2915,-121.84,37.18,3637,1138,8.3837,473400,<1H OCEAN,Santa Clara County
2916,-121.84,37.21,2221,675,8.3792,418300,<1H OCEAN,Santa Clara County
2917,-121.84,37.24,5820,1749,6.12885,256450,<1H OCEAN,Santa Clara County
2918,-121.84,37.25,4644,1396,5.24215,188100,<1H OCEAN,Santa Clara County
2919,-121.84,37.26,825,339,5.0509,184800,<1H OCEAN,Santa Clara County
2920,-121.84,37.27,5053,1590,4.908966667,234133.3333,<1H OCEAN,Santa Clara County
2921,-121.84,37.28,1779,561,3.925,166100,<1H OCEAN,Santa Clara County
2922,-121.84,37.29,4609,1277,4.58005,176150,<1H OCEAN,Santa Clara County
2923,-121.84,37.32,8305,2331,4.457833333,193900,<1H OCEAN,Santa Clara County
2924,-121.84,37.33,3996,733,3.89555,161850,<1H OCEAN,Santa Clara County
2925,-121.84,37.34,3971,741,4.17145,163950,<1H OCEAN,Santa Clara County
2926,-121.84,37.35,7572,1622,2.44625,173100,<1H OCEAN,Santa Clara County
2927,-121.84,37.37,4901,1653,3.446166667,180800,<1H OCEAN,Santa Clara County
2928,-121.84,37.38,1392,362,4.33535,198800,<1H OCEAN,Santa Clara County
2929,-121.84,37.39,2848,879,5.5592,229900,<1H OCEAN,Santa Clara County
2930,-121.84,37.4,840,275,6.8677,288500,<1H OCEAN,Santa Clara County
2931,-121.84,37.66,4847,1950,5.6417,352900,INLAND,Alameda County
2932,-121.84,37.98,3325,1016,5.2699,204200,INLAND,Contra Costa County
2933,-121.84,37.99,3480,1289,3.9827,134350,INLAND,Contra Costa County
